-56558	184	4782.22
-52479	88	4465.86
-52463	77	4559.58
-52462	141	6674.95
-52206	5	199.349
-52190	71	1838.59
-52189	136	3037.52
-48383	59	4227.97
-48367	76	5230.5
-48366	28	1647.98
-48110	71	3285.64
-48094	143	6538.67
-48093	121	4758.96
-48077	56	1998.7
-47821	106	3031.96
-47820	101	1728.78
-47804	259	3608.23
-47547	47	347.765
-47531	145	826.021
-44271	18	1514.19
-44015	22	2280.73
-44014	33	1487.52
-43998	59	3095.21
-43741	11	861.026
-43725	105	4823.6
-43724	55	1744.47
-43708	92	1835.46
-43452	72	1548.37
-43451	27	619.775
-43435	177	1945.48
-43162	99	416.475
-40191	3	182.22
-39919	11	1372.29
-39918	5	795.623
-39902	8	376.155
-39646	14	1241.51
-39645	7	216.859
-39629	38	1577.06
-39628	7	212.373
-39373	1	141.986
-39356	50	1900.78
-39355	2	162.417
-39339	59	1547.54
-39083	23	455.513
-39066	68	825.563
-35839	2	185.474
-35533	5	534.855
-35277	5	322.831
-35260	11	629.446
-34987	12	556.165
-34697	19	142.96
-31727	1	182.264
-31453	1	167.243
-30892	2	241.081
-30891	3	466.549
