1	 46968	 32012	 38008	 40008	 46008	 0	 0	 0	 
1	 46934	 32012	 38008	 40006	 46006	 0	 0	 0	 
1	 46371	 32012	 38006	 40003	 46003	 0	 0	 0	 
1	 42002	 32011	 38005	 40002	 46002	 0	 0	 0	 
1	 47224	 32012	 38009	 40008	 46008	 0	 0	 0	 
1	 77293	 32019	 38014	 40015	 46013	 0	 0	 0	 
1	 68556	 32017	 38012	 40013	 46012	 0	 0	 0	 
1	 68267	 32017	 38011	 40011	 46011	 0	 0	 0	 
1	 72892	 32018	 38013	 40012	 46012	 0	 0	 0	 
1	 68796	 32017	 38013	 40012	 46012	 0	 0	 0	 
1	 77277	 32019	 38014	 40014	 46013	 0	 0	 0	 
1	 73181	 32018	 38014	 40014	 46013	 0	 0	 0	 
1	 77260	 32019	 38014	 40013	 46012	 0	 0	 0	 
1	 77004	 32019	 38013	 40013	 46012	 0	 0	 0	 
1	 68540	 32017	 38012	 40012	 46012	 0	 0	 0	 
1	 76715	 32019	 38012	 40011	 46011	 0	 0	 0	 
1	 76731	 32019	 38012	 40012	 46011	 0	 0	 0	 
1	 77276	 32019	 38014	 40014	 46012	 0	 0	 0	 
1	 72362	 32018	 38011	 40011	 46010	 0	 0	 0	 
1	 72635	 32018	 38012	 40012	 46011	 0	 0	 0	 
1	 72908	 32018	 38013	 40013	 46012	 0	 0	 0	 
1	 76987	 32019	 38013	 40012	 46011	 0	 0	 0	 
1	 63898	 32016	 38010	 40010	 46010	 0	 0	 0	 
1	 64443	 32016	 38012	 40012	 46011	 0	 0	 0	 
1	 64171	 32016	 38011	 40011	 46011	 0	 0	 0	 
1	 72602	 32018	 38012	 40010	 46010	 0	 0	 0	 
1	 76714	 32019	 38012	 40011	 46010	 0	 0	 0	 
1	 76425	 32019	 38011	 40009	 46009	 0	 0	 0	 
1	 76698	 32019	 38012	 40010	 46010	 0	 0	 0	 
1	 72346	 32018	 38011	 40010	 46010	 0	 0	 0	 
1	 68523	 32017	 38012	 40011	 46011	 0	 0	 0	 
1	 72619	 32018	 38012	 40011	 46011	 0	 0	 0	 
1	 76697	 32019	 38012	 40010	 46009	 0	 0	 0	 
1	 76441	 32019	 38011	 40010	 46009	 0	 0	 0	 
1	 72618	 32018	 38012	 40011	 46010	 0	 0	 0	 
1	 76152	 32019	 38010	 40008	 46008	 0	 0	 0	 
1	 67993	 32017	 38010	 40010	 46009	 0	 0	 0	 
1	 76134	 32019	 38010	 40007	 46006	 0	 0	 0	 
1	 76424	 32019	 38011	 40009	 46008	 0	 0	 0	 
1	 75878	 32019	 38009	 40007	 46006	 0	 0	 0	 
1	 64427	 32016	 38012	 40011	 46011	 0	 0	 0	 
1	 68250	 32017	 38011	 40010	 46010	 0	 0	 0	 
1	 72328	 32018	 38011	 40009	 46008	 0	 0	 0	 
1	 68266	 32017	 38011	 40011	 46010	 0	 0	 0	 
1	 68522	 32017	 38012	 40011	 46010	 0	 0	 0	 
1	 72891	 32018	 38013	 40012	 46011	 0	 0	 0	 
1	 76151	 32019	 38010	 40008	 46007	 0	 0	 0	 
1	 68539	 32017	 38012	 40012	 46011	 0	 0	 0	 
1	 75845	 32019	 38009	 40005	 46005	 0	 0	 0	 
1	 68249	 32017	 38011	 40010	 46009	 0	 0	 0	 
1	 63897	 32016	 38010	 40010	 46009	 0	 0	 0	 
1	 75861	 32019	 38009	 40006	 46005	 0	 0	 0	 
1	 72056	 32018	 38010	 40008	 46008	 0	 0	 0	 
1	 60058	 32015	 38011	 40010	 46010	 0	 0	 0	 
1	 72329	 32018	 38011	 40009	 46009	 0	 0	 0	 
1	 59802	 32015	 38010	 40010	 46010	 0	 0	 0	 
1	 75589	 32019	 38008	 40005	 46005	 0	 0	 0	 
1	 67976	 32017	 38010	 40009	 46008	 0	 0	 0	 
1	 71765	 32018	 38009	 40006	 46005	 0	 0	 0	 
1	 72039	 32018	 38010	 40007	 46007	 0	 0	 0	 
1	 71783	 32018	 38009	 40007	 46007	 0	 0	 0	 
1	 72345	 32018	 38011	 40010	 46009	 0	 0	 0	 
1	 71782	 32018	 38009	 40007	 46006	 0	 0	 0	 
1	 68233	 32017	 38011	 40009	 46009	 0	 0	 0	 
1	 71509	 32018	 38008	 40006	 46005	 0	 0	 0	 
1	 75299	 32019	 38007	 40003	 46003	 0	 0	 0	 
1	 67977	 32017	 38010	 40009	 46009	 0	 0	 0	 
1	 72072	 32018	 38010	 40009	 46008	 0	 0	 0	 
1	 75572	 32019	 38008	 40004	 46004	 0	 0	 0	 
1	 75862	 32019	 38009	 40006	 46006	 0	 0	 0	 
1	 64153	 32016	 38011	 40010	 46009	 0	 0	 0	 
1	 59529	 32015	 38009	 40009	 46009	 0	 0	 0	 
1	 71492	 32018	 38008	 40005	 46004	 0	 0	 0	 
1	 64154	 32016	 38011	 40010	 46010	 0	 0	 0	 
1	 59801	 32015	 38010	 40010	 46009	 0	 0	 0	 
1	 71476	 32018	 38008	 40004	 46004	 0	 0	 0	 
1	 71203	 32018	 38007	 40003	 46003	 0	 0	 0	 
1	 71766	 32018	 38009	 40006	 46006	 0	 0	 0	 
1	 64170	 32016	 38011	 40011	 46010	 0	 0	 0	 
1	 71220	 32018	 38007	 40004	 46004	 0	 0	 0	 
1	 72055	 32018	 38010	 40008	 46007	 0	 0	 0	 
1	 63880	 32016	 38010	 40009	 46008	 0	 0	 0	 
1	 76135	 32019	 38010	 40007	 46007	 0	 0	 0	 
1	 68812	 32017	 38013	 40013	 46012	 0	 0	 0	 
1	 67414	 32017	 38008	 40006	 46006	 0	 0	 0	 
1	 67960	 32017	 38010	 40008	 46008	 0	 0	 0	 
1	 63864	 32016	 38010	 40008	 46008	 0	 0	 0	 
1	 67703	 32017	 38009	 40008	 46007	 0	 0	 0	 
1	 67396	 32017	 38008	 40005	 46004	 0	 0	 0	 
1	 67959	 32017	 38010	 40008	 46007	 0	 0	 0	 
1	 67686	 32017	 38009	 40007	 46006	 0	 0	 0	 
1	 63881	 32016	 38010	 40009	 46009	 0	 0	 0	 
1	 67413	 32017	 38008	 40006	 46005	 0	 0	 0	 
