-58370	4	16.2737
-55416	24	8.9754
-55143	37	11.4382
-54853	24	10.0285
-54580	21	20.6535
-51064	66	11.6707
-51047	295	79.6027
-51030	14	13.8099
-50774	164	86.704
-50758	12	9.96798
-50757	58	56.0194
-50501	28	17.0799
-50485	25	27.196
-50484	36	54.4739
-50468	9	12.5098
-50211	24	22.0571
-50195	14	14.2171
-49922	10	13.6004
-49921	8	9.08855
-46951	118	9.3873
-46679	127	14.938
-46678	966	211.92
-46662	224	92.9506
-46661	43	26.624
-46406	88	24.373
-46405	635	374.884
-46389	277	184.155
-46388	270	238.507
-46132	56	51.5781
-46116	155	177.528
-46115	128	156.148
-46099	64	114.796
-45843	13	13.1896
-45842	58	98.9778
-45826	48	87.4026
-45825	12	16.7136
-42310	275	31.7271
-42309	995	210.239
-42293	758	298.679
-42292	72	50.5255
-42037	140	32.6616
-42036	828	481.926
-42020	890	721.462
-42019	527	532.208
-42003	64	75.2641
-41763	22	15.7344
-41747	543	552.627
-41746	283	454.57
-41730	354	495.133
-41729	7	17.4859
-41474	48	102.222
-41473	84	138.747
-37941	199	13.3688
-37924	1932	509.128
-37923	160	110.43
-37668	239	36.8933
-37667	1178	468.827
-37651	3282	1950.97
-37650	882	722.046
-37634	593	576.01
-37378	1831	1821.79
-37377	305	355.107
-33282	3375	1610.9
