-60927	422	11.725
-60654	433	6.87482
-56831	302	31.2486
-56575	250	26.523
-56559	373	30.1334
-56558	1334	76.6375
-56542	779	32.4455
-56541	271	4.43144
-56285	1157	34.5557
-56269	833	15.0968
-56268	419	4.75247
-52479	528	66.224
-52463	429	46.4244
-52462	693	72.5485
-52206	89	10.9241
-52190	683	69.3489
-52189	938	78.5034
-52173	1096	79.2445
-52172	266	8.67319
-51917	92	7.1487
-51916	872	44.0404
-51900	1952	62.7139
-51899	809	15.8489
-51627	680	7.76036
-48383	398	58.5315
-48367	440	64.8248
-48366	81	10.9718
-48111	100	15.6834
-48110	556	73.9563
-48094	937	120.168
-48093	721	77.3574
-48077	258	25.4708
-47821	1276	145.725
-47820	929	80.4312
-47804	2383	176.307
-47803	274	12.4717
-47548	190	15.0625
-47547	592	41.4612
-47531	4360	177.882
-47530	718	15.0446
-47514	1447	26.3186
-47258	1579	22.6882
-44287	84	14.387
-44031	22	4.98556
-44015	211	36.6623
-44014	168	28.2041
-43998	310	49.9248
-43997	45	6.28902
-43742	81	12.9906
-43741	168	26.1217
-43725	836	123.966
-43724	267	32.5513
-43708	378	40.4851
-43452	897	104.102
-43451	257	26.3696
-43435	2327	189.733
-43434	93	4.92469
-43179	180	18.8007
-43162	3600	180.379
-43146	112	5.38076
-43145	1601	35.9755
-42889	1020	24.6802
-39919	80	12.3624
-39918	35	5.09303
-39902	30	4.35926
-39646	88	14.778
-39645	33	4.03909
-39629	197	27.473
-39373	23	4.78595
-39356	365	50.7675
-39339	204	24.6988
-39083	348	46.1292
-39067	47	4.75848
-39066	818	76.1546
-39050	60	5.02049
-38794	68	6.10467
-38793	866	56.08
-38777	226	12.3877
-38776	342	10.9575
-38520	164	5.53317
-35823	29	4.07788
-35550	62	6.00192
-35277	37	4.63639
-35260	99	9.16297
-34987	141	13.4643
-34971	35	4.54619
-34970	100	7.17807
-34714	64	7.99917
-34698	51	5.471
-34697	207	17.5373
-34681	53	3.91099
-34424	146	12.9753
-34408	76	4.73332
-31181	42	5.22558
-31164	45	3.89344
-27085	32	4.11946
-26795	38	4.21492
