27085	42	4.41826
30618	72	4.65843
30891	61	4.11777
31164	67	5.74584
31181	30	3.83488
34408	96	6.41214
34424	120	8.56914
34697	186	14.821
34698	63	5.80217
34714	68	7.39141
34970	133	8.38385
34987	128	14.7062
35260	111	10.3656
35277	33	4.90778
35550	56	6.48658
38520	159	5.53218
38776	339	10.6366
38777	281	13.2095
38793	778	51.9333
38794	69	6.71323
39050	80	4.6655
39066	818	74.1227
39067	51	5.31038
39083	358	43.2123
39339	232	25.2868
39356	356	52.9082
39629	201	30.393
39645	39	6.45468
39646	112	19.9344
39918	46	7.24761
39919	62	9.57208
42889	914	20.973
43145	1581	36.7326
43146	199	7.61646
43162	3530	168.602
43179	136	14.059
43418	97	4.18203
43434	84	4.95845
43435	2317	198.88
43451	242	24.682
43452	915	105.067
43708	516	60.0603
43724	296	35.2106
43725	813	114.122
43741	168	27.094
43742	37	8.98272
43997	50	6.44278
43998	347	52.8929
44014	186	32.2476
44015	154	26.8738
44287	106	15.6209
47258	1577	23.7397
47514	1490	25.9738
47530	662	12.8818
47531	4509	181.225
47547	513	34.7038
47548	180	14.412
47803	344	15.2276
47804	2522	194.589
47820	946	86.2102
47821	1113	124.203
48077	334	33.7669
48093	775	90.2452
48094	871	109.409
48110	558	77.7159
48111	71	8.92911
48366	110	14.8271
48367	416	60.7695
48383	426	66.248
51627	627	7.84915
51899	778	12.6178
51900	1937	59.1262
51916	821	42.2445
51917	71	5.55352
52172	319	11.9088
52173	1155	73.3025
52189	973	82.5269
52190	591	59.5554
52206	84	9.38398
52446	81	6.83144
52462	736	80.6789
52463	408	43.9524
52479	561	68.4956
56268	444	5.12691
56269	824	14.9922
56285	1166	39.17
56541	316	5.65913
56542	717	29.9424
56558	1473	86.5832
56559	302	24.8448
56575	169	16.6254
56831	373	34.2086
60654	344	5.36322
60927	423	12.2193
