37651	466	0.584518
37668	46	0.0434945
37923	11	0.0144918
37941	16	0.0117042
41474	11	0.018442
41729	6	0.0139537
41730	84	0.173485
41746	39	0.0790146
41747	164	0.307279
42003	35	0.074992
42019	110	0.216402
42020	410	0.774314
42036	285	0.476926
42037	73	0.100032
42292	22	0.0434386
42293	422	0.596291
42309	453	0.59765
42310	209	0.244315
42582	66	0.0623485
45825	28	0.0621097
45842	26	0.0466293
45843	10	0.026185
46098	10	0.0211901
46099	95	0.244878
46115	117	0.256562
46116	181	0.41543
46132	19	0.0399875
46372	12	0.0283321
46388	224	0.547171
46389	368	0.816593
46405	733	1.61257
46406	143	0.267638
46661	71	0.183802
46662	473	0.987307
46678	1860	3.20141
46679	591	0.802736
46695	357	0.426498
46951	909	1.00207
46952	28	0.0215257
46968	27	0.0186904
49921	47	0.120268
49922	77	0.178568
50178	19	0.0466567
50194	76	0.204035
50195	77	0.189921
50211	82	0.211329
50212	16	0.0318047
50467	17	0.0491685
50468	88	0.195202
50484	228	0.62515
50485	133	0.375263
50501	107	0.274336
50757	376	1.0374
50758	254	0.722828
50774	1241	3.24348
50775	138	0.305962
50791	8	0.0146357
51030	144	0.356717
51031	183	0.475821
51047	4062	8.59223
51048	208	0.315618
51063	3	0.0122943
51064	2031	2.94276
51320	2322	3.12801
51336	150	0.175553
51337	461	0.378852
54017	40	0.114514
54273	29	0.0696464
54274	84	0.216464
54290	111	0.305855
54291	92	0.22237
54307	18	0.048782
54547	6	0.0242219
54563	154	0.396546
54564	98	0.316131
54580	221	0.636385
54581	14	0.0415238
54836	41	0.122802
54837	69	0.188873
54853	492	1.39165
54854	105	0.253839
54870	255	0.666019
55126	643	1.83522
55127	69	0.207055
55142	9	0.0230362
55143	1919	5.3077
55159	19	0.0407037
55160	120	0.262976
55399	133	0.363584
55415	105	0.299089
55416	3900	9.73305
55432	866	1.87769
55433	2616	4.06402
55689	2093	3.33353
55705	887	1.13775
55706	720	0.728808
55978	13	0.0123546
58369	76	0.196379
58370	55	0.150616
58386	73	0.195429
58642	26	0.062661
58643	53	0.132025
