-93917	7	0.0110215
-93644	9	0.0117529
-93643	6	0.0141601
-93627	6	0.0103695
-89837	7	0.0123358
-89821	15	0.0164205
-89820	10	0.0174599
-89564	9	0.0150182
-89548	35	0.0565166
-89531	12	0.0253628
-89275	19	0.0470915
-89274	9	0.0116952
-89258	16	0.0372611
-88985	9	0.0164014
-88695	5	0.0120015
-86014	14	0.0340086
-85742	16	0.0214494
-85741	17	0.0324526
-85725	20	0.0386709
-85469	8	0.0172898
-85468	11	0.0129117
-85452	31	0.067365
-85451	7	0.0205635
-85179	43	0.0795405
-85178	7	0.0158964
-85162	24	0.0473993
-84906	18	0.0394613
-84889	22	0.0458257
-84872	6	0.0145952
-84616	17	0.0277798
-84326	9	0.0172424
-84309	5	0.0182142
-81645	24	0.0538927
-81629	9	0.0236375
-81373	57	0.119122
-81372	22	0.0519118
-81356	55	0.114068
-81100	30	0.0677076
-81099	5	0.0141723
-81083	97	0.207397
-81066	24	0.0582147
-80810	68	0.161109
-80794	9	0.0204497
-80537	14	0.0307123
-80521	11	0.0266215
-80520	24	0.052404
-80504	6	0.018078
-80503	11	0.0213328
-80247	8	0.0225176
-80231	10	0.0372315
-80230	14	0.0350156
-77566	29	0.0427374
-77293	22	0.0514853
-77277	177	0.358117
-77276	18	0.0432269
-77260	48	0.109833
-77004	122	0.268966
-77003	12	0.0269518
-76987	151	0.330503
-76731	44	0.10407
-76715	9	0.0176041
-76714	181	0.408974
-76698	14	0.0388929
-76441	71	0.18039
-76424	65	0.17515
-76408	6	0.0114428
-76407	8	0.0203275
-76152	13	0.0256676
-76151	36	0.0862174
-76135	17	0.0467714
-76134	16	0.0405927
-75878	9	0.0257937
-75862	13	0.0300511
-75861	18	0.0511598
-75845	15	0.0293232
-75588	6	0.0127214
-75572	7	0.0246398
-75571	7	0.0201944
-75299	9	0.0194248
-75282	7	0.018822
-75009	6	0.0114398
-73181	176	0.322156
-72925	58	0.108909
-72909	7	0.0164607
-72908	430	1.03237
-72892	33	0.0678215
-72891	125	0.276083
-72635	283	0.723665
-72619	52	0.138202
-72618	280	0.670279
-72602	10	0.0214737
-72362	23	0.048482
-72346	66	0.161281
-72345	208	0.52099
-72329	70	0.196207
-72328	54	0.128216
-72072	72	0.187808
-72056	77	0.231222
-72055	82	0.23537
-72039	25	0.0645231
-71783	28	0.0717621
-71782	51	0.12277
-71766	44	0.115785
-71765	34	0.0880105
-71749	10	0.0317509
-71509	8	0.020567
-71493	24	0.0604285
-71492	18	0.0550151
-71476	25	0.0787835
-71475	5	0.0101809
-71220	5	0.0135075
-71219	4	0.0159655
-71203	25	0.0733493
-71202	9	0.0274485
-71186	13	0.0436795
-70930	15	0.0360241
-70929	9	0.0259951
-70913	8	0.0159663
-69085	14	0.0297696
-68829	81	0.10699
-68813	15	0.0299757
-68812	499	0.959129
-68796	10	0.0235273
-68795	2	0.012735
-68556	62	0.1244
-68540	153	0.303885
-68539	1018	2.43797
-68523	307	0.776106
-68522	264	0.71821
-68266	484	1.30212
-68250	316	0.882511
-68249	486	1.36056
-68233	87	0.212587
-67977	146	0.393691
-67976	262	0.765196
-67960	196	0.595571
-67959	97	0.254904
-67943	3	0.0111842
-67704	4	0.0168967
-67703	60	0.163305
-67687	154	0.4133
-67686	89	0.201965
-67670	79	0.215234
-67669	5	0.0119524
-67414	34	0.0863341
-67413	38	0.10437
-67397	100	0.30586
-67396	28	0.0743947
-67380	16	0.0433158
-67124	57	0.1686
-67123	13	0.0454378
-67107	66	0.18496
-66851	11	0.0276313
-66835	6	0.0217899
-66834	55	0.159015
-66833	4	0.0124044
-66818	5	0.0181057
-66817	17	0.0581496
-66561	19	0.0515603
-64460	61	0.0912389
-64444	117	0.169941
-64443	835	1.5141
-64427	178	0.375956
-64171	550	1.1496
-64170	1405	3.41816
-64154	1041	2.84131
-64153	304	0.879581
-63898	10	0.0290768
-63897	522	1.53239
-63881	697	2.07701
-63880	379	1.17574
-63864	203	0.55836
-63608	228	0.696631
-63607	182	0.541698
-63591	296	0.834284
-63590	61	0.175316
-63574	15	0.0363518
-63334	21	0.0533183
-63318	226	0.607285
-63317	33	0.0969684
-63301	120	0.325944
-63045	35	0.0821265
-63044	17	0.0479612
-63028	143	0.353874
-63027	12	0.0350683
-63011	38	0.0923369
-62755	96	0.25068
-62754	6	0.0146863
-62739	8	0.015849
-62738	75	0.20877
-62482	5	0.0227403
-62466	10	0.0316613
-62465	55	0.130823
-60347	38	0.0465646
-60091	38	0.0357563
-60075	420	0.552933
-60074	1357	2.0549
-60058	825	1.70237
-59802	1728	3.03914
-59801	2128	5.09321
-59785	2623	6.88483
-59784	359	1.1244
-59768	7	0.0169295
-59529	43	0.117019
-59528	441	1.28141
-59512	1398	4.29745
-59511	320	1.06195
-59495	393	1.24355
-59239	328	0.98828
-59238	98	0.271925
-59222	428	1.29552
-59221	36	0.0940317
-59205	47	0.111678
-58966	5	0.0205005
-58950	4	0.0158805
-58949	290	0.925715
-58948	11	0.0330968
-58933	14	0.0436964
-58932	174	0.478054
-58676	35	0.0878328
-58660	23	0.0537139
-58659	156	0.439319
-58643	24	0.0529816
-58642	53	0.143617
-58386	71	0.177098
-58370	34	0.08769
-58369	84	0.23012
-55978	17	0.0116583
-55706	581	0.591299
-55705	982	1.18911
-55689	1885	3.07279
-55433	2443	3.84089
-55432	1150	2.40133
-55416	3778	9.07326
-55415	177	0.482829
-55399	94	0.256648
-55160	94	0.219506
-55159	116	0.279105
-55143	2008	5.54669
-55142	62	0.149418
-55127	10	0.0214333
-55126	631	1.75428
-54870	322	0.923629
-54869	7	0.0164365
-54854	30	0.0880487
-54853	539	1.52942
-54837	28	0.0814685
-54836	62	0.146781
-54581	14	0.0467859
-54580	263	0.69748
-54564	67	0.174206
