#det	t	x	dt	dx
P1Y2	687.5	2.350810	26.8	0.1
P1Y2	685.0	2.352560	26.8	0.1
P1Y2	682.5	2.354320	26.8	0.1
P1Y2	680.0	2.355910	26.8	0.1
P1Y2	677.5	2.357840	26.8	0.1
P1Y2	675.0	2.360520	26.8	0.1
P1Y2	672.5	2.363100	26.8	0.1
P1Y2	670.0	2.364760	26.8	0.1
P1Y2	667.5	2.366030	26.8	0.1
P1Y2	665.0	2.367530	26.8	0.1
P1Y2	662.5	2.368960	26.8	0.1
P1Y2	660.0	2.369950	26.8	0.1
P1Y2	657.5	2.370710	26.8	0.1
P1Y2	655.0	2.371520	26.8	0.1
P1Y2	652.5	2.372470	26.8	0.1
P1Y2	650.0	2.373500	26.8	0.1
P1Y2	647.5	2.374230	26.8	0.1
P1Y2	645.0	2.374340	26.8	0.1
P1Y2	642.5	2.374230	26.8	0.1
P1Y2	640.0	2.374370	26.8	0.1
P1Y2	637.5	2.374810	26.8	0.1
P1Y2	635.0	2.375450	26.8	0.1
P1Y2	632.5	2.375980	26.8	0.1
P1Y2	630.0	2.376200	26.8	0.1
P1Y2	627.5	2.376570	26.8	0.1
P1Y2	625.0	2.377470	26.8	0.1
P1Y2	622.5	2.378320	26.8	0.1
P1Y2	620.0	2.378520	26.8	0.1
P1Y2	617.5	2.378320	26.8	0.1
P1Y2	615.0	2.378160	26.8	0.1
P1Y2	612.5	2.378320	26.8	0.1
P1Y2	610.0	2.378920	26.8	0.1
P1Y2	607.5	2.379490	26.8	0.1
P1Y2	605.0	2.379600	26.8	0.1
P1Y2	602.5	2.379490	26.8	0.1
P1Y2	600.0	2.379460	26.8	0.1
P1Y2	597.5	2.379490	26.8	0.1
P1Y2	595.0	2.379500	26.8	0.1
P1Y2	592.5	2.379490	26.8	0.1
P1Y2	590.0	2.379500	26.8	0.1
P1Y2	587.5	2.379490	26.8	0.1
P1Y2	585.0	2.379450	26.8	0.1
P1Y2	582.5	2.379490	26.8	0.1
P1Y2	580.0	2.379720	26.8	0.1
P1Y2	577.5	2.380080	26.8	0.1
P1Y2	575.0	2.380450	26.8	0.1
P1Y2	572.5	2.380660	26.8	0.1
P1Y2	570.0	2.380630	26.8	0.1
P1Y2	567.5	2.380660	26.8	0.1
P1Y2	565.0	2.381010	26.8	0.1
P1Y2	562.5	2.381250	26.8	0.1
P1X1	1200.0	0.001497	26.8	0.1
P1X1	1197.5	0.000630	26.8	0.1
P1X1	1195.0	0.001129	26.8	0.1
P1X1	1192.5	0.001891	26.8	0.1
P1X1	1190.0	0.002075	26.8	0.1
P1X1	1187.5	0.001891	26.8	0.1
P1X1	1185.0	0.001758	26.8	0.1
P1X1	1182.5	0.001891	26.8	0.1
P1X1	1180.0	0.002397	26.8	0.1
P1X1	1177.5	0.003151	26.8	0.1
P1X1	1175.0	0.003940	26.8	0.1
P1X1	1172.5	0.004412	26.8	0.1
P1X1	1170.0	0.004378	26.8	0.1
P1X1	1167.5	0.004412	26.8	0.1
P1X1	1165.0	0.005022	26.8	0.1
P1X1	1162.5	0.005673	26.8	0.1
P1X1	1160.0	0.005866	26.8	0.1
P1X1	1157.5	0.006303	26.8	0.1
P1X1	1155.0	0.007597	26.8	0.1
P1X1	1152.5	0.008824	26.8	0.1
P1X1	1150.0	0.009126	26.8	0.1
P1X1	1147.5	0.009454	26.8	0.1
P1X1	1145.0	0.010892	26.8	0.1
P1X1	1142.5	0.013236	26.8	0.1
P1X1	1140.0	0.016088	26.8	0.1
P1X1	1137.5	0.019539	26.8	0.1
P1X1	1135.0	0.023713	26.8	0.1
P1X1	1132.5	0.028363	26.8	0.1
P1X1	1130.0	0.033081	26.8	0.1
P1X1	1127.5	0.037187	26.8	0.1
P1X1	1125.0	0.040379	26.8	0.1
P1X1	1122.5	0.044121	26.8	0.1
P1X1	1120.0	0.049799	26.8	0.1
P1X1	1117.5	0.056726	26.8	0.1
P1X1	1115.0	0.064071	26.8	0.1
P1X1	1112.5	0.072484	26.8	0.1
P1X1	1110.0	0.082653	26.8	0.1
P1X1	1107.5	0.093914	26.8	0.1
P1X1	1105.0	0.105299	26.8	0.1
P1X1	1102.5	0.115974	26.8	0.1
P1X1	1100.0	0.125736	26.8	0.1
P1X1	1097.5	0.136774	26.8	0.1
P1X1	1095.0	0.151105	26.8	0.1
P1X1	1092.5	0.167658	26.8	0.1
P1X1	1090.0	0.184874	26.8	0.1
P1X1	1087.5	0.202324	26.8	0.1
P1X1	1085.0	0.220370	26.8	0.1
P1X1	1082.5	0.241403	26.8	0.1
P1X1	1080.0	0.267113	26.8	0.1
P1X1	1077.5	0.294347	26.8	0.1
P1X1	1075.0	0.319531	26.8	0.1
P1X1	1072.5	0.342250	26.8	0.1
P1X1	1070.0	0.363531	26.8	0.1
P1X1	1067.5	0.387000	26.8	0.1
P1X1	1065.0	0.415435	26.8	0.1
P1X1	1062.5	0.445618	26.8	0.1
P1X1	1060.0	0.473527	26.8	0.1
P1X1	1057.5	0.497932	26.8	0.1
P1X1	1055.0	0.519216	26.8	0.1
P1X1	1052.5	0.541422	26.8	0.1
P1X1	1050.0	0.567670	26.8	0.1
P1X1	1047.5	0.593737	26.8	0.1
P1X1	1045.0	0.615661	26.8	0.1
P1X1	1042.5	0.637857	26.8	0.1
P1X1	1040.0	0.664549	26.8	0.1
P1X1	1037.5	0.690802	26.8	0.1
P1X1	1035.0	0.711806	26.8	0.1
P1X1	1032.5	0.732401	26.8	0.1
P1X1	1030.0	0.757364	26.8	0.1
P1X1	1027.5	0.781564	26.8	0.1
P1X1	1025.0	0.800160	26.8	0.1
P1X1	1022.5	0.819382	26.8	0.1
P1X1	1020.0	0.845465	26.8	0.1
P1X1	1017.5	0.873587	26.8	0.1
P1X1	1015.0	0.897834	26.8	0.1
P1X1	1012.5	0.918968	26.8	0.1
P1X1	1010.0	0.938893	26.8	0.1
P1X1	1007.5	0.957416	26.8	0.1
P1X1	1005.0	0.974406	26.8	0.1
P1X1	1002.5	0.992082	26.8	0.1
P1X1	1000.0	1.012530	26.8	0.1
P1X1	997.5	1.034940	26.8	0.1
P1X1	995.0	1.057650	26.8	0.1
P1X1	992.5	1.078430	26.8	0.1
P1X1	990.0	1.095730	26.8	0.1
P1X1	987.5	1.111210	26.8	0.1
P1X1	985.0	1.126710	26.8	0.1
P1X1	982.5	1.141460	26.8	0.1
P1X1	980.0	1.155050	26.8	0.1
P1X1	977.5	1.171090	26.8	0.1
P1X1	975.0	1.192410	26.8	0.1
P1X1	972.5	1.214580	26.8	0.1
P1X1	970.0	1.233020	26.8	0.1
P1X1	967.5	1.249870	26.8	0.1
P1X1	965.0	1.268150	26.8	0.1
P1X1	962.5	1.287690	26.8	0.1
P1X1	960.0	1.307300	26.8	0.1
P1X1	957.5	1.324880	26.8	0.1
P1X1	955.0	1.339090	26.8	0.1
P1X1	952.5	1.352610	26.8	0.1
P1X1	950.0	1.368260	26.8	0.1
P1X1	947.5	1.385390	26.8	0.1
P1X1	945.0	1.402810	26.8	0.1
P1X1	942.5	1.420680	26.8	0.1
P1X1	940.0	1.439180	26.8	0.1
P1X1	937.5	1.457240	26.8	0.1
P1X1	935.0	1.473930	26.8	0.1
P1X1	932.5	1.490010	26.8	0.1
P1X1	930.0	1.506310	26.8	0.1
P1X1	927.5	1.522160	26.8	0.1
P1X1	925.0	1.536940	26.8	0.1
P1X1	922.5	1.551780	26.8	0.1
P1X1	920.0	1.567980	26.8	0.1
P1X1	917.5	1.585820	26.8	0.1
P1X1	915.0	1.604560	26.8	0.1
P1X1	912.5	1.620490	26.8	0.1
P1X1	910.0	1.630970	26.8	0.1
P1X1	907.5	1.640650	26.8	0.1
P1X1	905.0	1.654100	26.8	0.1
P1X1	902.5	1.668390	26.8	0.1
P1X1	900.0	1.680060	26.8	0.1
P1X1	897.5	1.691080	26.8	0.1
P1X1	895.0	1.703670	26.8	0.1
P1X1	892.5	1.715660	26.8	0.1
P1X1	890.0	1.725070	26.8	0.1
P1X1	887.5	1.735200	26.8	0.1
P1X1	885.0	1.749030	26.8	0.1
P1X1	882.5	1.762930	26.8	0.1
P1X1	880.0	1.773190	26.8	0.1
P1X1	877.5	1.782470	26.8	0.1
P1X1	875.0	1.793850	26.8	0.1
P1X1	872.5	1.805790	26.8	0.1
P1X1	870.0	1.816280	26.8	0.1
P1X1	867.5	1.825960	26.8	0.1
P1X1	865.0	1.835800	26.8	0.1
P1X1	862.5	1.845500	26.8	0.1
P1X1	860.0	1.854740	26.8	0.1
P1X1	857.5	1.864410	26.8	0.1
P1X1	855.0	1.875460	26.8	0.1
P1X1	852.5	1.887730	26.8	0.1
P1X1	850.0	1.900730	26.8	0.1
P1X1	847.5	1.913570	26.8	0.1
P1X1	845.0	1.925610	26.8	0.1
P1X1	842.5	1.937520	26.8	0.1
P1X1	840.0	1.949860	26.8	0.1
P1X1	837.5	1.961470	26.8	0.1
P1X1	835.0	1.971280	26.8	0.1
P1X1	832.5	1.980380	26.8	0.1
P1X1	830.0	1.990180	26.8	0.1
P1X1	827.5	2.001180	26.8	0.1
P1X1	825.0	2.013290	26.8	0.1
P1X1	822.5	2.025130	26.8	0.1
P1X1	820.0	2.035330	26.8	0.1
P1X1	817.5	2.044040	26.8	0.1
P1X1	815.0	2.052020	26.8	0.1
P1X1	812.5	2.061060	26.8	0.1
P1X1	810.0	2.072360	26.8	0.1
P1X1	807.5	2.083750	26.8	0.1
P1X1	805.0	2.093030	26.8	0.1
P1X1	802.5	2.101400	26.8	0.1
P1X1	800.0	2.110560	26.8	0.1
P1X1	797.5	2.120940	26.8	0.1
P1X1	795.0	2.132290	26.8	0.1
P1X1	792.5	2.143000	26.8	0.1
P1X1	790.0	2.151780	26.8	0.1
P1X1	787.5	2.160020	26.8	0.1
P1X1	785.0	2.169270	26.8	0.1
P1X1	782.5	2.178930	26.8	0.1
P1X1	780.0	2.188060	26.8	0.1
P1X1	777.5	2.196570	26.8	0.1
P1X1	775.0	2.204660	26.8	0.1
P1X1	772.5	2.212960	26.8	0.1
P1X1	770.0	2.222040	26.8	0.1
P1X1	767.5	2.231870	26.8	0.1
P1X1	765.0	2.241990	26.8	0.1
P1X1	762.5	2.250780	26.8	0.1
P1X1	760.0	2.257070	26.8	0.1
P1X1	757.5	2.262750	26.8	0.1
P1X1	755.0	2.269930	26.8	0.1
P1X1	752.5	2.278510	26.8	0.1
P1X1	750.0	2.287610	26.8	0.1
P1X1	747.5	2.295530	26.8	0.1
P1X1	745.0	2.301050	26.8	0.1
P1X1	742.5	2.305610	26.8	0.1
P1X1	740.0	2.310910	26.8	0.1
P1X1	737.5	2.316960	26.8	0.1
P1X1	735.0	2.323260	26.8	0.1
P1X1	732.5	2.328940	26.8	0.1
P1X1	730.0	2.333350	26.8	0.1
P1X1	727.5	2.337130	26.8	0.1
P1X1	725.0	2.341000	26.8	0.1
P1X1	722.5	2.344690	26.8	0.1
P1X1	720.0	2.347880	26.8	0.1
P1X1	717.5	2.351000	26.8	0.1
P1X1	715.0	2.354400	26.8	0.1
P1X1	712.5	2.357300	26.8	0.1
P1X1	710.0	2.358940	26.8	0.1
P1X1	707.5	2.359820	26.8	0.1
P1X1	705.0	2.360630	26.8	0.1
P1X1	702.5	2.361710	26.8	0.1
P1X1	700.0	2.363200	26.8	0.1
P1X1	697.5	2.364860	26.8	0.1
P1X1	695.0	2.366360	26.8	0.1
P1X1	692.5	2.367380	26.8	0.1
P1X1	690.0	2.367750	26.8	0.1
P1X1	687.5	2.368010	26.8	0.1
P1X1	685.0	2.368650	26.8	0.1
P1X1	682.5	2.369270	26.8	0.1
P1X1	680.0	2.369420	26.8	0.1
P1X1	677.5	2.369270	26.8	0.1
P1X1	675.0	2.369140	26.8	0.1
P1X1	672.5	2.369270	26.8	0.1
P1X1	670.0	2.369800	26.8	0.1
P1X1	667.5	2.370540	26.8	0.1
P1X1	665.0	2.371230	26.8	0.1
P1X1	662.5	2.371800	26.8	0.1
P1X1	660.0	2.372200	26.8	0.1
P1X1	657.5	2.372430	26.8	0.1
P1X1	655.0	2.372490	26.8	0.1
P1X1	652.5	2.372430	26.8	0.1
P1X1	650.0	2.372340	26.8	0.1
P1X1	647.5	2.372430	26.8	0.1
P1X1	645.0	2.372790	26.8	0.1
P1X1	642.5	2.373060	26.8	0.1
P1X1	640.0	2.372950	26.8	0.1
P1X1	637.5	2.373060	26.8	0.1
P1X1	635.0	2.373940	26.8	0.1
P1X1	632.5	2.374950	26.8	0.1
P1X1	630.0	2.375410	26.8	0.1
P1X1	627.5	2.375580	26.8	0.1
P1X1	625.0	2.375840	26.8	0.1
P1X1	622.5	2.376210	26.8	0.1
P1X1	620.0	2.376600	26.8	0.1
P1X1	617.5	2.376840	26.8	0.1
P1X1	615.0	2.376820	26.8	0.1
P1X1	612.5	2.376840	26.8	0.1
P1X1	610.0	2.377160	26.8	0.1
P1X1	607.5	2.377470	26.8	0.1
P1X1	605.0	2.377490	26.8	0.1
P1X1	602.5	2.377470	26.8	0.1
P1X1	600.0	2.377720	26.8	0.1
P1X1	597.5	2.378100	26.8	0.1
P1X1	595.0	2.378410	26.8	0.1
P1X1	592.5	2.378730	26.8	0.1
P1X1	590.0	2.379120	26.8	0.1
P1X1	587.5	2.379360	26.8	0.1
P1X1	585.0	2.379300	26.8	0.1
P1X1	582.5	2.379360	26.8	0.1
P1X1	580.0	2.379910	26.8	0.1
P1X1	577.5	2.380620	26.8	0.1
P1X1	575.0	2.381070	26.8	0.1
P1X1	572.5	2.381250	26.8	0.1
P1X1	570.0	2.381280	26.8	0.1
P1X1	567.5	2.381250	26.8	0.1
P1X1	565.0	2.381240	26.8	0.1
P1X1	562.5	2.381250	26.8	0.1
P1X2	1200.0	0.001497	26.8	0.1
P1X2	1197.5	0.000630	26.8	0.1
P1X2	1195.0	0.001129	26.8	0.1
P1X2	1192.5	0.001891	26.8	0.1
P1X2	1190.0	0.002075	26.8	0.1
P1X2	1187.5	0.001891	26.8	0.1
P1X2	1185.0	0.001758	26.8	0.1
P1X2	1182.5	0.001891	26.8	0.1
P1X2	1180.0	0.002397	26.8	0.1
P1X2	1177.5	0.003151	26.8	0.1
P1X2	1175.0	0.003940	26.8	0.1
P1X2	1172.5	0.004412	26.8	0.1
P1X2	1170.0	0.004378	26.8	0.1
P1X2	1167.5	0.004412	26.8	0.1
P1X2	1165.0	0.005022	26.8	0.1
P1X2	1162.5	0.005673	26.8	0.1
P1X2	1160.0	0.005866	26.8	0.1
P1X2	1157.5	0.006303	26.8	0.1
P1X2	1155.0	0.007597	26.8	0.1
P1X2	1152.5	0.008824	26.8	0.1
P1X2	1150.0	0.009126	26.8	0.1
P1X2	1147.5	0.009454	26.8	0.1
P1X2	1145.0	0.010892	26.8	0.1
P1X2	1142.5	0.013236	26.8	0.1
P1X2	1140.0	0.016088	26.8	0.1
P1X2	1137.5	0.019539	26.8	0.1
P1X2	1135.0	0.023713	26.8	0.1
P1X2	1132.5	0.028363	26.8	0.1
P1X2	1130.0	0.033081	26.8	0.1
P1X2	1127.5	0.037187	26.8	0.1
P1X2	1125.0	0.040379	26.8	0.1
P1X2	1122.5	0.044121	26.8	0.1
P1X2	1120.0	0.049799	26.8	0.1
P1X2	1117.5	0.056726	26.8	0.1
P1X2	1115.0	0.064071	26.8	0.1
P1X2	1112.5	0.072484	26.8	0.1
P1X2	1110.0	0.082653	26.8	0.1
P1X2	1107.5	0.093914	26.8	0.1
P1X2	1105.0	0.105299	26.8	0.1
P1X2	1102.5	0.115974	26.8	0.1
P1X2	1100.0	0.125736	26.8	0.1
P1X2	1097.5	0.136774	26.8	0.1
P1X2	1095.0	0.151105	26.8	0.1
P1X2	1092.5	0.167658	26.8	0.1
P1X2	1090.0	0.184874	26.8	0.1
P1X2	1087.5	0.202324	26.8	0.1
P1X2	1085.0	0.220370	26.8	0.1
P1X2	1082.5	0.241403	26.8	0.1
P1X2	1080.0	0.267113	26.8	0.1
P1X2	1077.5	0.294347	26.8	0.1
P1X2	1075.0	0.319531	26.8	0.1
P1X2	1072.5	0.342250	26.8	0.1
P1X2	1070.0	0.363531	26.8	0.1
P1X2	1067.5	0.387000	26.8	0.1
P1X2	1065.0	0.415435	26.8	0.1
P1X2	1062.5	0.445618	26.8	0.1
P1X2	1060.0	0.473527	26.8	0.1
P1X2	1057.5	0.497932	26.8	0.1
P1X2	1055.0	0.519216	26.8	0.1
P1X2	1052.5	0.541422	26.8	0.1
P1X2	1050.0	0.567670	26.8	0.1
P1X2	1047.5	0.593737	26.8	0.1
P1X2	1045.0	0.615661	26.8	0.1
P1X2	1042.5	0.637857	26.8	0.1
P1X2	1040.0	0.664549	26.8	0.1
P1X2	1037.5	0.690802	26.8	0.1
P1X2	1035.0	0.711806	26.8	0.1
P1X2	1032.5	0.732401	26.8	0.1
P1X2	1030.0	0.757364	26.8	0.1
P1X2	1027.5	0.781564	26.8	0.1
P1X2	1025.0	0.800160	26.8	0.1
P1X2	1022.5	0.819382	26.8	0.1
P1X2	1020.0	0.845465	26.8	0.1
P1X2	1017.5	0.873587	26.8	0.1
P1X2	1015.0	0.897834	26.8	0.1
P1X2	1012.5	0.918968	26.8	0.1
P1X2	1010.0	0.938893	26.8	0.1
P1X2	1007.5	0.957416	26.8	0.1
P1X2	1005.0	0.974406	26.8	0.1
P1X2	1002.5	0.992082	26.8	0.1
P1X2	1000.0	1.012530	26.8	0.1
P1X2	997.5	1.034940	26.8	0.1
P1X2	995.0	1.057650	26.8	0.1
P1X2	992.5	1.078430	26.8	0.1
P1X2	990.0	1.095730	26.8	0.1
P1X2	987.5	1.111210	26.8	0.1
P1X2	985.0	1.126710	26.8	0.1
P1X2	982.5	1.141460	26.8	0.1
P1X2	980.0	1.155050	26.8	0.1
P1X2	977.5	1.171090	26.8	0.1
P1X2	975.0	1.192410	26.8	0.1
P1X2	972.5	1.214580	26.8	0.1
P1X2	970.0	1.233020	26.8	0.1
P1X2	967.5	1.249870	26.8	0.1
P1X2	965.0	1.268150	26.8	0.1
P1X2	962.5	1.287690	26.8	0.1
P1X2	960.0	1.307300	26.8	0.1
P1X2	957.5	1.324880	26.8	0.1
P1X2	955.0	1.339090	26.8	0.1
P1X2	952.5	1.352610	26.8	0.1
P1X2	950.0	1.368260	26.8	0.1
P1X2	947.5	1.385390	26.8	0.1
P1X2	945.0	1.402810	26.8	0.1
P1X2	942.5	1.420680	26.8	0.1
P1X2	940.0	1.439180	26.8	0.1
P1X2	937.5	1.457240	26.8	0.1
P1X2	935.0	1.473930	26.8	0.1
P1X2	932.5	1.490010	26.8	0.1
P1X2	930.0	1.506310	26.8	0.1
P1X2	927.5	1.522160	26.8	0.1
P1X2	925.0	1.536940	26.8	0.1
P1X2	922.5	1.551780	26.8	0.1
P1X2	920.0	1.567980	26.8	0.1
P1X2	917.5	1.585820	26.8	0.1
P1X2	915.0	1.604560	26.8	0.1
P1X2	912.5	1.620490	26.8	0.1
P1X2	910.0	1.630970	26.8	0.1
P1X2	907.5	1.640650	26.8	0.1
P1X2	905.0	1.654100	26.8	0.1
P1X2	902.5	1.668390	26.8	0.1
P1X2	900.0	1.680060	26.8	0.1
P1X2	897.5	1.691080	26.8	0.1
P1X2	895.0	1.703670	26.8	0.1
P1X2	892.5	1.715660	26.8	0.1
P1X2	890.0	1.725070	26.8	0.1
P1X2	887.5	1.735200	26.8	0.1
P1X2	885.0	1.749030	26.8	0.1
P1X2	882.5	1.762930	26.8	0.1
P1X2	880.0	1.773190	26.8	0.1
P1X2	877.5	1.782470	26.8	0.1
P1X2	875.0	1.793850	26.8	0.1
P1X2	872.5	1.805790	26.8	0.1
P1X2	870.0	1.816280	26.8	0.1
P1X2	867.5	1.825960	26.8	0.1
P1X2	865.0	1.835800	26.8	0.1
P1X2	862.5	1.845500	26.8	0.1
P1X2	860.0	1.854740	26.8	0.1
P1X2	857.5	1.864410	26.8	0.1
P1X2	855.0	1.875460	26.8	0.1
P1X2	852.5	1.887730	26.8	0.1
P1X2	850.0	1.900730	26.8	0.1
P1X2	847.5	1.913570	26.8	0.1
P1X2	845.0	1.925610	26.8	0.1
P1X2	842.5	1.937520	26.8	0.1
P1X2	840.0	1.949860	26.8	0.1
P1X2	837.5	1.961470	26.8	0.1
P1X2	835.0	1.971280	26.8	0.1
P1X2	832.5	1.980380	26.8	0.1
P1X2	830.0	1.990180	26.8	0.1
P1X2	827.5	2.001180	26.8	0.1
P1X2	825.0	2.013290	26.8	0.1
P1X2	822.5	2.025130	26.8	0.1
P1X2	820.0	2.035330	26.8	0.1
P1X2	817.5	2.044040	26.8	0.1
P1X2	815.0	2.052020	26.8	0.1
P1X2	812.5	2.061060	26.8	0.1
P1X2	810.0	2.072360	26.8	0.1
P1X2	807.5	2.083750	26.8	0.1
P1X2	805.0	2.093030	26.8	0.1
P1X2	802.5	2.101400	26.8	0.1
P1X2	800.0	2.110560	26.8	0.1
P1X2	797.5	2.120940	26.8	0.1
P1X2	795.0	2.132290	26.8	0.1
P1X2	792.5	2.143000	26.8	0.1
P1X2	790.0	2.151780	26.8	0.1
P1X2	787.5	2.160020	26.8	0.1
P1X2	785.0	2.169270	26.8	0.1
P1X2	782.5	2.178930	26.8	0.1
P1X2	780.0	2.188060	26.8	0.1
P1X2	777.5	2.196570	26.8	0.1
P1X2	775.0	2.204660	26.8	0.1
P1X2	772.5	2.212960	26.8	0.1
P1X2	770.0	2.222040	26.8	0.1
P1X2	767.5	2.231870	26.8	0.1
P1X2	765.0	2.241990	26.8	0.1
P1X2	762.5	2.250780	26.8	0.1
P1X2	760.0	2.257070	26.8	0.1
P1X2	757.5	2.262750	26.8	0.1
P1X2	755.0	2.269930	26.8	0.1
P1X2	752.5	2.278510	26.8	0.1
P1X2	750.0	2.287610	26.8	0.1
P1X2	747.5	2.295530	26.8	0.1
P1X2	745.0	2.301050	26.8	0.1
P1X2	742.5	2.305610	26.8	0.1
P1X2	740.0	2.310910	26.8	0.1
P1X2	737.5	2.316960	26.8	0.1
P1X2	735.0	2.323260	26.8	0.1
P1X2	732.5	2.328940	26.8	0.1
P1X2	730.0	2.333350	26.8	0.1
P1X2	727.5	2.337130	26.8	0.1
P1X2	725.0	2.341000	26.8	0.1
P1X2	722.5	2.344690	26.8	0.1
P1X2	720.0	2.347880	26.8	0.1
P1X2	717.5	2.351000	26.8	0.1
P1X2	715.0	2.354400	26.8	0.1
P1X2	712.5	2.357300	26.8	0.1
P1X2	710.0	2.358940	26.8	0.1
P1X2	707.5	2.359820	26.8	0.1
P1X2	705.0	2.360630	26.8	0.1
P1X2	702.5	2.361710	26.8	0.1
P1X2	700.0	2.363200	26.8	0.1
P1X2	697.5	2.364860	26.8	0.1
P1X2	695.0	2.366360	26.8	0.1
P1X2	692.5	2.367380	26.8	0.1
P1X2	690.0	2.367750	26.8	0.1
P1X2	687.5	2.368010	26.8	0.1
P1X2	685.0	2.368650	26.8	0.1
P1X2	682.5	2.369270	26.8	0.1
P1X2	680.0	2.369420	26.8	0.1
P1X2	677.5	2.369270	26.8	0.1
P1X2	675.0	2.369140	26.8	0.1
P1X2	672.5	2.369270	26.8	0.1
P1X2	670.0	2.369800	26.8	0.1
P1X2	667.5	2.370540	26.8	0.1
P1X2	665.0	2.371230	26.8	0.1
P1X2	662.5	2.371800	26.8	0.1
P1X2	660.0	2.372200	26.8	0.1
P1X2	657.5	2.372430	26.8	0.1
P1X2	655.0	2.372490	26.8	0.1
P1X2	652.5	2.372430	26.8	0.1
P1X2	650.0	2.372340	26.8	0.1
P1X2	647.5	2.372430	26.8	0.1
P1X2	645.0	2.372790	26.8	0.1
P1X2	642.5	2.373060	26.8	0.1
P1X2	640.0	2.372950	26.8	0.1
P1X2	637.5	2.373060	26.8	0.1
P1X2	635.0	2.373940	26.8	0.1
P1X2	632.5	2.374950	26.8	0.1
P1X2	630.0	2.375410	26.8	0.1
P1X2	627.5	2.375580	26.8	0.1
P1X2	625.0	2.375840	26.8	0.1
P1X2	622.5	2.376210	26.8	0.1
P1X2	620.0	2.376600	26.8	0.1
P1X2	617.5	2.376840	26.8	0.1
P1X2	615.0	2.376820	26.8	0.1
P1X2	612.5	2.376840	26.8	0.1
P1X2	610.0	2.377160	26.8	0.1
P1X2	607.5	2.377470	26.8	0.1
P1X2	605.0	2.377490	26.8	0.1
P1X2	602.5	2.377470	26.8	0.1
P1X2	600.0	2.377720	26.8	0.1
P1X2	597.5	2.378100	26.8	0.1
P1X2	595.0	2.378410	26.8	0.1
P1X2	592.5	2.378730	26.8	0.1
P1X2	590.0	2.379120	26.8	0.1
P1X2	587.5	2.379360	26.8	0.1
P1X2	585.0	2.379300	26.8	0.1
P1X2	582.5	2.379360	26.8	0.1
P1X2	580.0	2.379910	26.8	0.1
P1X2	577.5	2.380620	26.8	0.1
P1X2	575.0	2.381070	26.8	0.1
P1X2	572.5	2.381250	26.8	0.1
P1X2	570.0	2.381280	26.8	0.1
P1X2	567.5	2.381250	26.8	0.1
P1X2	565.0	2.381240	26.8	0.1
P1X2	562.5	2.381250	26.8	0.1
P2X1	1200.0	0.000000	26.8	0.1
P2X1	1197.5	0.000000	26.8	0.1
P2X1	1195.0	0.000000	26.8	0.1
P2X1	1192.5	0.000000	26.8	0.1
P2X1	1190.0	0.000000	26.8	0.1
P2X1	1187.5	0.000000	26.8	0.1
P2X1	1185.0	0.000000	26.8	0.1
P2X1	1182.5	0.000000	26.8	0.1
P2X1	1180.0	0.000000	26.8	0.1
P2X1	1177.5	0.000000	26.8	0.1
P2X1	1175.0	0.000001	26.8	0.1
P2X1	1172.5	0.000000	26.8	0.1
P2X1	1170.0	0.000003	26.8	0.1
P2X1	1167.5	0.000000	26.8	0.1
P2X1	1165.0	0.000011	26.8	0.1
P2X1	1162.5	0.000000	26.8	0.1
P2X1	1160.0	0.000041	26.8	0.1
P2X1	1157.5	0.000000	26.8	0.1
P2X1	1155.0	0.000228	26.8	0.1
P2X1	1152.5	0.000594	26.8	0.1
P2X1	1150.0	0.001058	26.8	0.1
P2X1	1147.5	0.001782	26.8	0.1
P2X1	1145.0	0.002888	26.8	0.1
P2X1	1142.5	0.004158	26.8	0.1
P2X1	1140.0	0.005356	26.8	0.1
P2X1	1137.5	0.006534	26.8	0.1
P2X1	1135.0	0.007837	26.8	0.1
P2X1	1132.5	0.009504	26.8	0.1
P2X1	1130.0	0.011630	26.8	0.1
P2X1	1127.5	0.013661	26.8	0.1
P2X1	1125.0	0.015287	26.8	0.1
P2X1	1122.5	0.017819	26.8	0.1
P2X1	1120.0	0.022481	26.8	0.1
P2X1	1117.5	0.028511	26.8	0.1
P2X1	1115.0	0.034747	26.8	0.1
P2X1	1112.5	0.040390	26.8	0.1
P2X1	1110.0	0.045089	26.8	0.1
P2X1	1107.5	0.049894	26.8	0.1
P2X1	1105.0	0.056198	26.8	0.1
P2X1	1102.5	0.065337	26.8	0.1
P2X1	1100.0	0.078042	26.8	0.1
P2X1	1097.5	0.092660	26.8	0.1
P2X1	1095.0	0.107558	26.8	0.1
P2X1	1092.5	0.123547	26.8	0.1
P2X1	1090.0	0.141386	26.8	0.1
P2X1	1087.5	0.159186	26.8	0.1
P2X1	1085.0	0.175468	26.8	0.1
P2X1	1082.5	0.193042	26.8	0.1
P2X1	1080.0	0.214465	26.8	0.1
P2X1	1077.5	0.236996	26.8	0.1
P2X1	1075.0	0.257750	26.8	0.1
P2X1	1072.5	0.278575	26.8	0.1
P2X1	1070.0	0.302064	26.8	0.1
P2X1	1067.5	0.329063	26.8	0.1
P2X1	1065.0	0.359209	26.8	0.1
P2X1	1062.5	0.389054	26.8	0.1
P2X1	1060.0	0.415675	26.8	0.1
P2X1	1057.5	0.441324	26.8	0.1
P2X1	1055.0	0.468558	26.8	0.1
P2X1	1052.5	0.495970	26.8	0.1
