#det	t	x	dt	dx
D3mU	1200.5	0.052771	6.5	0.03
D3mU	1198.0	0.071640	6.5	0.03
D3mU	1195.5	0.092261	6.5	0.03
D3mU	1193.0	0.116497	6.5	0.03
D3mU	1190.5	0.141719	6.5	0.03
D3mU	1188.0	0.167341	6.5	0.03
D3mU	1185.5	0.190191	6.5	0.03
D3mU	1183.0	0.212866	6.5	0.03
D3mU	1180.5	0.235664	6.5	0.03
D3mU	1178.0	0.255340	6.5	0.03
D3mU	1175.5	0.273527	6.5	0.03
D3mU	1173.0	0.289188	6.5	0.03
D3mU	1170.5	0.307139	6.5	0.03
D3mU	1168.0	0.325798	6.5	0.03
D3mU	1165.5	0.340199	6.5	0.03
D3mU	1163.0	0.352695	6.5	0.03
D3mU	1160.5	0.363907	6.5	0.03
D3mU	1158.0	0.376602	6.5	0.03
D3mU	1155.5	0.390322	6.5	0.03
D3mU	1153.0	0.404699	6.5	0.03
D3mU	1150.5	0.414643	6.5	0.03
D3mU	1148.0	0.422417	6.5	0.03
D3mU	1145.5	0.431382	6.5	0.03
D3mU	1143.0	0.440684	6.5	0.03
D3mU	1140.5	0.449721	6.5	0.03
D3mU	1138.0	0.461058	6.5	0.03
D3mU	1135.5	0.472087	6.5	0.03
D3mU	1133.0	0.480433	6.5	0.03
D3mU	1130.5	0.488386	6.5	0.03
D3mU	1128.0	0.496341	6.5	0.03
D3mU	1125.5	0.504462	6.5	0.03
D3mU	1123.0	0.512981	6.5	0.03
D3mU	1120.5	0.521638	6.5	0.03
D3mU	1118.0	0.528976	6.5	0.03
D3mU	1115.5	0.537166	6.5	0.03
D3mU	1113.0	0.546911	6.5	0.03
D3mU	1110.5	0.556470	6.5	0.03
D3mU	1108.0	0.563741	6.5	0.03
D3mU	1105.5	0.569822	6.5	0.03
D3mU	1103.0	0.576104	6.5	0.03
D3mU	1100.5	0.582626	6.5	0.03
D3mU	1098.0	0.589527	6.5	0.03
D3mU	1095.5	0.595917	6.5	0.03
D3mU	1093.0	0.602314	6.5	0.03
D3mU	1090.5	0.608790	6.5	0.03
D3mU	1088.0	0.615857	6.5	0.03
D3mU	1085.5	0.623196	6.5	0.03
D3mU	1083.0	0.630615	6.5	0.03
D3mU	1080.5	0.637051	6.5	0.03
D3mU	1078.0	0.643089	6.5	0.03
D3mU	1075.5	0.648792	6.5	0.03
D3mU	1073.0	0.654977	6.5	0.03
D3mU	1070.5	0.661765	6.5	0.03
D3mU	1068.0	0.670310	6.5	0.03
D3mU	1065.5	0.677145	6.5	0.03
D3mU	1063.0	0.683842	6.5	0.03
D3mU	1060.5	0.690414	6.5	0.03
D3mU	1058.0	0.696644	6.5	0.03
D3mU	1055.5	0.702518	6.5	0.03
D3mU	1053.0	0.707975	6.5	0.03
D3mU	1050.5	0.713103	6.5	0.03
D3mU	1048.0	0.718038	6.5	0.03
D3mU	1045.5	0.723294	6.5	0.03
D3mU	1043.0	0.728764	6.5	0.03
D3mU	1040.5	0.733643	6.5	0.03
D3mU	1038.0	0.738350	6.5	0.03
D3mU	1035.5	0.743727	6.5	0.03
D3mU	1033.0	0.749464	6.5	0.03
D3mU	1030.5	0.754967	6.5	0.03
D3mU	1028.0	0.760465	6.5	0.03
D3mU	1025.5	0.766189	6.5	0.03
D3mU	1023.0	0.771853	6.5	0.03
D3mU	1020.5	0.777399	6.5	0.03
D3mU	1018.0	0.782944	6.5	0.03
D3mU	1015.5	0.788490	6.5	0.03
D3mU	1013.0	0.794373	6.5	0.03
D3mU	1010.5	0.800376	6.5	0.03
D3mU	1008.0	0.806293	6.5	0.03
D3mU	1005.5	0.811347	6.5	0.03
D3mU	1003.0	0.814951	6.5	0.03
D3mU	1000.5	0.818555	6.5	0.03
D3mU	998.0	0.822601	6.5	0.03
D3mU	995.5	0.826943	6.5	0.03
D3mU	993.0	0.831419	6.5	0.03
D3mU	990.5	0.836211	6.5	0.03
D3mU	988.0	0.840925	6.5	0.03
D3mU	985.5	0.845340	6.5	0.03
D3mU	983.0	0.849754	6.5	0.03
D3mU	980.5	0.854860	6.5	0.03
D3mU	978.0	0.860006	6.5	0.03
D3mU	975.5	0.865408	6.5	0.03
D3mU	973.0	0.870833	6.5	0.03
D3mU	970.5	0.876396	6.5	0.03
D3mU	968.0	0.881620	6.5	0.03
D3mU	965.5	0.886224	6.5	0.03
D3mU	963.0	0.891148	6.5	0.03
D3mU	960.5	0.897539	6.5	0.03
D3mU	958.0	0.903879	6.5	0.03
D3mU	955.5	0.910116	6.5	0.03
D3mU	953.0	0.914044	6.5	0.03
D3mU	950.5	0.917972	6.5	0.03
D3mU	948.0	0.922662	6.5	0.03
D3mU	945.5	0.928168	6.5	0.03
D3mU	943.0	0.933762	6.5	0.03
D3mU	940.5	0.939400	6.5	0.03
D3mU	938.0	0.944763	6.5	0.03
D3mU	935.5	0.950076	6.5	0.03
D3mU	933.0	0.954423	6.5	0.03
D3mU	930.5	0.958769	6.5	0.03
D3mU	928.0	0.962356	6.5	0.03
D3mU	925.5	0.965643	6.5	0.03
D3mU	923.0	0.968930	6.5	0.03
D3mU	920.5	0.971305	6.5	0.03
D3mU	918.0	0.973241	6.5	0.03
D3mU	915.5	0.975177	6.5	0.03
D3mU	913.0	0.977113	6.5	0.03
D3mU	910.5	0.979048	6.5	0.03
D3mU	908.0	0.980579	6.5	0.03
D3mU	905.5	0.981717	6.5	0.03
D3mU	903.0	0.982855	6.5	0.03
D3mU	900.5	0.983993	6.5	0.03
D3mU	898.0	0.985130	6.5	0.03
D3mU	895.5	0.986268	6.5	0.03
D3mU	893.0	0.987406	6.5	0.03
D3mU	890.5	0.988544	6.5	0.03
D3mU	888.0	0.989682	6.5	0.03
D3mU	885.5	0.990459	6.5	0.03
D3mU	883.0	0.991095	6.5	0.03
D3mU	880.5	0.991731	6.5	0.03
D3mU	878.0	0.992367	6.5	0.03
D3mU	875.5	0.993003	6.5	0.03
D3mU	873.0	0.993639	6.5	0.03
D3mU	870.5	0.994275	6.5	0.03
D3mU	868.0	0.994911	6.5	0.03
D3mU	865.5	0.995547	6.5	0.03
D3mU	863.0	0.996183	6.5	0.03
D3mU	860.5	0.996820	6.5	0.03
D3mU	858.0	0.997456	6.5	0.03
D3mU	855.5	0.998092	6.5	0.03
D3mU	853.0	0.998728	6.5	0.03
D3mU	850.5	0.999364	6.5	0.03
D3mU	848.0	1.000000	6.5	0.03
P1Y1	1200.0	0.000028	26.8	0.1
P1Y1	1197.5	0.000000	26.8	0.1
P1Y1	1195.0	0.000009	26.8	0.1
P1Y1	1192.5	0.000000	26.8	0.1
P1Y1	1190.0	0.000047	26.8	0.1
P1Y1	1187.5	0.000000	26.8	0.1
P1Y1	1185.0	0.000251	26.8	0.1
P1Y1	1182.5	0.000585	26.8	0.1
P1Y1	1180.0	0.000874	26.8	0.1
P1Y1	1177.5	0.001171	26.8	0.1
P1Y1	1175.0	0.001524	26.8	0.1
P1Y1	1172.5	0.001756	26.8	0.1
P1Y1	1170.0	0.001739	26.8	0.1
P1Y1	1167.5	0.001756	26.8	0.1
P1Y1	1165.0	0.002055	26.8	0.1
P1Y1	1162.5	0.002341	26.8	0.1
P1Y1	1160.0	0.002405	26.8	0.1
P1Y1	1157.5	0.002927	26.8	0.1
P1Y1	1155.0	0.004496	26.8	0.1
P1Y1	1152.5	0.006439	26.8	0.1
P1Y1	1150.0	0.008000	26.8	0.1
P1Y1	1147.5	0.009366	26.8	0.1
P1Y1	1145.0	0.010992	26.8	0.1
P1Y1	1142.5	0.013463	26.8	0.1
P1Y1	1140.0	0.017031	26.8	0.1
P1Y1	1137.5	0.020488	26.8	0.1
P1Y1	1135.0	0.022955	26.8	0.1
P1Y1	1132.5	0.026341	26.8	0.1
P1Y1	1130.0	0.032369	26.8	0.1
P1Y1	1127.5	0.039219	26.8	0.1
P1Y1	1125.0	0.045058	26.8	0.1
P1Y1	1122.5	0.051512	26.8	0.1
P1Y1	1120.0	0.060325	26.8	0.1
P1Y1	1117.5	0.070243	26.8	0.1
P1Y1	1115.0	0.079857	26.8	0.1
P1Y1	1112.5	0.090146	26.8	0.1
P1Y1	1110.0	0.102437	26.8	0.1
P1Y1	1107.5	0.117072	26.8	0.1
P1Y1	1105.0	0.133951	26.8	0.1
P1Y1	1102.5	0.152194	26.8	0.1
P1Y1	1100.0	0.170948	26.8	0.1
P1Y1	1097.5	0.190242	26.8	0.1
P1Y1	1095.0	0.210151	26.8	0.1
P1Y1	1092.5	0.230047	26.8	0.1
P1Y1	1090.0	0.249829	26.8	0.1
P1Y1	1087.5	0.272193	26.8	0.1
P1Y1	1085.0	0.299302	26.8	0.1
P1Y1	1082.5	0.328388	26.8	0.1
P1Y1	1080.0	0.356098	26.8	0.1
P1Y1	1077.5	0.381656	26.8	0.1
P1Y1	1075.0	0.405195	26.8	0.1
P1Y1	1072.5	0.427899	26.8	0.1
P1Y1	1070.0	0.451056	26.8	0.1
P1Y1	1067.5	0.475313	26.8	0.1
P1Y1	1065.0	0.500875	26.8	0.1
P1Y1	1062.5	0.526825	26.8	0.1
P1Y1	1060.0	0.552370	26.8	0.1
P1Y1	1057.5	0.578337	26.8	0.1
P1Y1	1055.0	0.605205	26.8	0.1
P1Y1	1052.5	0.630434	26.8	0.1
P1Y1	1050.0	0.651732	26.8	0.1
P1Y1	1047.5	0.670824	26.8	0.1
P1Y1	1045.0	0.690397	26.8	0.1
P1Y1	1042.5	0.712970	26.8	0.1
P1Y1	1040.0	0.739526	26.8	0.1
P1Y1	1037.5	0.765067	26.8	0.1
P1Y1	1035.0	0.785390	26.8	0.1
P1Y1	1032.5	0.805457	26.8	0.1
P1Y1	1030.0	0.830193	26.8	0.1
P1Y1	1027.5	0.855213	26.8	0.1
P1Y1	1025.0	0.875701	26.8	0.1
P1Y1	1022.5	0.894432	26.8	0.1
P1Y1	1020.0	0.914841	26.8	0.1
P1Y1	1017.5	0.935407	26.8	0.1
P1Y1	1015.0	0.954233	26.8	0.1
P1Y1	1012.5	0.972871	26.8	0.1
P1Y1	1010.0	0.993061	26.8	0.1
P1Y1	1007.5	1.013850	26.8	0.1
P1Y1	1005.0	1.033760	26.8	0.1
P1Y1	1002.5	1.051890	26.8	0.1
P1Y1	1000.0	1.068030	26.8	0.1
P1Y1	997.5	1.084090	26.8	0.1
P1Y1	995.0	1.101770	26.8	0.1
P1Y1	992.5	1.119800	26.8	0.1
P1Y1	990.0	1.136610	26.8	0.1
P1Y1	987.5	1.152580	26.8	0.1
P1Y1	985.0	1.168540	26.8	0.1
P1Y1	982.5	1.185360	26.8	0.1
P1Y1	980.0	1.203700	26.8	0.1
P1Y1	977.5	1.223410	26.8	0.1
P1Y1	975.0	1.243900	26.8	0.1
P1Y1	972.5	1.263800	26.8	0.1
P1Y1	970.0	1.281660	26.8	0.1
P1Y1	967.5	1.296580	26.8	0.1
P1Y1	965.0	1.308780	26.8	0.1
P1Y1	962.5	1.322330	26.8	0.1
P1Y1	960.0	1.340470	26.8	0.1
P1Y1	957.5	1.359210	26.8	0.1
P1Y1	955.0	1.374270	26.8	0.1
P1Y1	952.5	1.387310	26.8	0.1
P1Y1	950.0	1.401060	26.8	0.1
P1Y1	947.5	1.416570	26.8	0.1
P1Y1	945.0	1.434020	26.8	0.1
P1Y1	942.5	1.451700	26.8	0.1
P1Y1	940.0	1.467910	26.8	0.1
P1Y1	937.5	1.482720	26.8	0.1
P1Y1	935.0	1.496790	26.8	0.1
P1Y1	932.5	1.511400	26.8	0.1
P1Y1	930.0	1.527350	26.8	0.1
P1Y1	927.5	1.543010	26.8	0.1
P1Y1	925.0	1.557040	26.8	0.1
P1Y1	922.5	1.571700	26.8	0.1
P1Y1	920.0	1.588920	26.8	0.1
P1Y1	917.5	1.605650	26.8	0.1
P1Y1	915.0	1.618890	26.8	0.1
P1Y1	912.5	1.630820	26.8	0.1
P1Y1	910.0	1.644140	26.8	0.1
P1Y1	907.5	1.658330	26.8	0.1
P1Y1	905.0	1.672450	26.8	0.1
P1Y1	902.5	1.687010	26.8	0.1
P1Y1	900.0	1.702230	26.8	0.1
P1Y1	897.5	1.715690	26.8	0.1
P1Y1	895.0	1.725550	26.8	0.1
P1Y1	892.5	1.735010	26.8	0.1
P1Y1	890.0	1.747140	26.8	0.1
P1Y1	887.5	1.759600	26.8	0.1
P1Y1	885.0	1.769940	26.8	0.1
P1Y1	882.5	1.780670	26.8	0.1
P1Y1	880.0	1.794280	26.8	0.1
P1Y1	877.5	1.808180	26.8	0.1
P1Y1	875.0	1.819500	26.8	0.1
P1Y1	872.5	1.829250	26.8	0.1
P1Y1	870.0	1.839150	26.8	0.1
P1Y1	867.5	1.849740	26.8	0.1
P1Y1	865.0	1.861020	26.8	0.1
P1Y1	862.5	1.871990	26.8	0.1
P1Y1	860.0	1.881590	26.8	0.1
P1Y1	857.5	1.889550	26.8	0.1
P1Y1	855.0	1.896300	26.8	0.1
P1Y1	852.5	1.904180	26.8	0.1
P1Y1	850.0	1.915130	26.8	0.1
P1Y1	847.5	1.927590	26.8	0.1
P1Y1	845.0	1.939590	26.8	0.1
P1Y1	842.5	1.951010	26.8	0.1
P1Y1	840.0	1.961940	26.8	0.1
P1Y1	837.5	1.971500	26.8	0.1
P1Y1	835.0	1.979240	26.8	0.1
P1Y1	832.5	1.987300	26.8	0.1
P1Y1	830.0	1.997490	26.8	0.1
P1Y1	827.5	2.007790	26.8	0.1
P1Y1	825.0	2.016290	26.8	0.1
P1Y1	822.5	2.025350	26.8	0.1
P1Y1	820.0	2.037290	26.8	0.1
P1Y1	817.5	2.049940	26.8	0.1
P1Y1	815.0	2.060630	26.8	0.1
P1Y1	812.5	2.069250	26.8	0.1
P1Y1	810.0	2.076530	26.8	0.1
P1Y1	807.5	2.083890	26.8	0.1
P1Y1	805.0	2.092520	26.8	0.1
P1Y1	802.5	2.102030	26.8	0.1
P1Y1	800.0	2.111650	26.8	0.1
P1Y1	797.5	2.120760	26.8	0.1
P1Y1	795.0	2.128900	26.8	0.1
P1Y1	792.5	2.135980	26.8	0.1
P1Y1	790.0	2.142190	26.8	0.1
P1Y1	787.5	2.148280	26.8	0.1
P1Y1	785.0	2.155060	26.8	0.1
P1Y1	782.5	2.162910	26.8	0.1
P1Y1	780.0	2.171870	26.8	0.1
P1Y1	777.5	2.181060	26.8	0.1
P1Y1	775.0	2.189750	26.8	0.1
P1Y1	772.5	2.198620	26.8	0.1
P1Y1	770.0	2.208240	26.8	0.1
P1Y1	767.5	2.217350	26.8	0.1
P1Y1	765.0	2.224690	26.8	0.1
P1Y1	762.5	2.230810	26.8	0.1
P1Y1	760.0	2.236450	26.8	0.1
P1Y1	757.5	2.241350	26.8	0.1
P1Y1	755.0	2.245470	26.8	0.1
P1Y1	752.5	2.250710	26.8	0.1
P1Y1	750.0	2.258420	26.8	0.1
P1Y1	747.5	2.265930	26.8	0.1
P1Y1	745.0	2.270460	26.8	0.1
P1Y1	742.5	2.272960	26.8	0.1
P1Y1	740.0	2.275250	26.8	0.1
P1Y1	737.5	2.278810	26.8	0.1
P1Y1	735.0	2.284380	26.8	0.1
P1Y1	732.5	2.289930	26.8	0.1
P1Y1	730.0	2.293600	26.8	0.1
P1Y1	727.5	2.296960	26.8	0.1
P1Y1	725.0	2.301810	26.8	0.1
P1Y1	722.5	2.307490	26.8	0.1
P1Y1	720.0	2.312930	26.8	0.1
P1Y1	717.5	2.318030	26.8	0.1
P1Y1	715.0	2.322880	26.8	0.1
P1Y1	712.5	2.327400	26.8	0.1
P1Y1	710.0	2.331560	26.8	0.1
P1Y1	707.5	2.335590	26.8	0.1
P1Y1	705.0	2.339560	26.8	0.1
P1Y1	702.5	2.342620	26.8	0.1
P1Y1	700.0	2.344090	26.8	0.1
P1Y1	697.5	2.344960	26.8	0.1
P1Y1	695.0	2.346290	26.8	0.1
P1Y1	692.5	2.347880	26.8	0.1
P1Y1	690.0	2.349320	26.8	0.1
P1Y1	687.5	2.350810	26.8	0.1
P1Y1	685.0	2.352560	26.8	0.1
P1Y1	682.5	2.354320	26.8	0.1
P1Y1	680.0	2.355910	26.8	0.1
P1Y1	677.5	2.357840	26.8	0.1
P1Y1	675.0	2.360520	26.8	0.1
P1Y1	672.5	2.363100	26.8	0.1
P1Y1	670.0	2.364760	26.8	0.1
P1Y1	667.5	2.366030	26.8	0.1
P1Y1	665.0	2.367530	26.8	0.1
P1Y1	662.5	2.368960	26.8	0.1
P1Y1	660.0	2.369950	26.8	0.1
P1Y1	657.5	2.370710	26.8	0.1
P1Y1	655.0	2.371520	26.8	0.1
P1Y1	652.5	2.372470	26.8	0.1
P1Y1	650.0	2.373500	26.8	0.1
P1Y1	647.5	2.374230	26.8	0.1
P1Y1	645.0	2.374340	26.8	0.1
P1Y1	642.5	2.374230	26.8	0.1
P1Y1	640.0	2.374370	26.8	0.1
P1Y1	637.5	2.374810	26.8	0.1
P1Y1	635.0	2.375450	26.8	0.1
P1Y1	632.5	2.375980	26.8	0.1
P1Y1	630.0	2.376200	26.8	0.1
P1Y1	627.5	2.376570	26.8	0.1
P1Y1	625.0	2.377470	26.8	0.1
P1Y1	622.5	2.378320	26.8	0.1
P1Y1	620.0	2.378520	26.8	0.1
P1Y1	617.5	2.378320	26.8	0.1
P1Y1	615.0	2.378160	26.8	0.1
P1Y1	612.5	2.378320	26.8	0.1
P1Y1	610.0	2.378920	26.8	0.1
P1Y1	607.5	2.379490	26.8	0.1
P1Y1	605.0	2.379600	26.8	0.1
P1Y1	602.5	2.379490	26.8	0.1
P1Y1	600.0	2.379460	26.8	0.1
P1Y1	597.5	2.379490	26.8	0.1
P1Y1	595.0	2.379500	26.8	0.1
P1Y1	592.5	2.379490	26.8	0.1
P1Y1	590.0	2.379500	26.8	0.1
P1Y1	587.5	2.379490	26.8	0.1
P1Y1	585.0	2.379450	26.8	0.1
P1Y1	582.5	2.379490	26.8	0.1
P1Y1	580.0	2.379720	26.8	0.1
P1Y1	577.5	2.380080	26.8	0.1
P1Y1	575.0	2.380450	26.8	0.1
P1Y1	572.5	2.380660	26.8	0.1
P1Y1	570.0	2.380630	26.8	0.1
P1Y1	567.5	2.380660	26.8	0.1
P1Y1	565.0	2.381010	26.8	0.1
P1Y1	562.5	2.381250	26.8	0.1
P1Y2	1200.0	0.000028	26.8	0.1
P1Y2	1197.5	0.000000	26.8	0.1
P1Y2	1195.0	0.000009	26.8	0.1
P1Y2	1192.5	0.000000	26.8	0.1
P1Y2	1190.0	0.000047	26.8	0.1
P1Y2	1187.5	0.000000	26.8	0.1
P1Y2	1185.0	0.000251	26.8	0.1
P1Y2	1182.5	0.000585	26.8	0.1
P1Y2	1180.0	0.000874	26.8	0.1
P1Y2	1177.5	0.001171	26.8	0.1
P1Y2	1175.0	0.001524	26.8	0.1
P1Y2	1172.5	0.001756	26.8	0.1
P1Y2	1170.0	0.001739	26.8	0.1
P1Y2	1167.5	0.001756	26.8	0.1
P1Y2	1165.0	0.002055	26.8	0.1
P1Y2	1162.5	0.002341	26.8	0.1
P1Y2	1160.0	0.002405	26.8	0.1
P1Y2	1157.5	0.002927	26.8	0.1
P1Y2	1155.0	0.004496	26.8	0.1
P1Y2	1152.5	0.006439	26.8	0.1
P1Y2	1150.0	0.008000	26.8	0.1
P1Y2	1147.5	0.009366	26.8	0.1
P1Y2	1145.0	0.010992	26.8	0.1
P1Y2	1142.5	0.013463	26.8	0.1
P1Y2	1140.0	0.017031	26.8	0.1
P1Y2	1137.5	0.020488	26.8	0.1
P1Y2	1135.0	0.022955	26.8	0.1
P1Y2	1132.5	0.026341	26.8	0.1
P1Y2	1130.0	0.032369	26.8	0.1
P1Y2	1127.5	0.039219	26.8	0.1
P1Y2	1125.0	0.045058	26.8	0.1
P1Y2	1122.5	0.051512	26.8	0.1
P1Y2	1120.0	0.060325	26.8	0.1
P1Y2	1117.5	0.070243	26.8	0.1
P1Y2	1115.0	0.079857	26.8	0.1
P1Y2	1112.5	0.090146	26.8	0.1
P1Y2	1110.0	0.102437	26.8	0.1
P1Y2	1107.5	0.117072	26.8	0.1
P1Y2	1105.0	0.133951	26.8	0.1
P1Y2	1102.5	0.152194	26.8	0.1
P1Y2	1100.0	0.170948	26.8	0.1
P1Y2	1097.5	0.190242	26.8	0.1
P1Y2	1095.0	0.210151	26.8	0.1
P1Y2	1092.5	0.230047	26.8	0.1
P1Y2	1090.0	0.249829	26.8	0.1
P1Y2	1087.5	0.272193	26.8	0.1
P1Y2	1085.0	0.299302	26.8	0.1
P1Y2	1082.5	0.328388	26.8	0.1
P1Y2	1080.0	0.356098	26.8	0.1
P1Y2	1077.5	0.381656	26.8	0.1
P1Y2	1075.0	0.405195	26.8	0.1
P1Y2	1072.5	0.427899	26.8	0.1
P1Y2	1070.0	0.451056	26.8	0.1
P1Y2	1067.5	0.475313	26.8	0.1
P1Y2	1065.0	0.500875	26.8	0.1
P1Y2	1062.5	0.526825	26.8	0.1
P1Y2	1060.0	0.552370	26.8	0.1
P1Y2	1057.5	0.578337	26.8	0.1
P1Y2	1055.0	0.605205	26.8	0.1
P1Y2	1052.5	0.630434	26.8	0.1
P1Y2	1050.0	0.651732	26.8	0.1
P1Y2	1047.5	0.670824	26.8	0.1
P1Y2	1045.0	0.690397	26.8	0.1
P1Y2	1042.5	0.712970	26.8	0.1
P1Y2	1040.0	0.739526	26.8	0.1
P1Y2	1037.5	0.765067	26.8	0.1
P1Y2	1035.0	0.785390	26.8	0.1
P1Y2	1032.5	0.805457	26.8	0.1
P1Y2	1030.0	0.830193	26.8	0.1
P1Y2	1027.5	0.855213	26.8	0.1
P1Y2	1025.0	0.875701	26.8	0.1
P1Y2	1022.5	0.894432	26.8	0.1
P1Y2	1020.0	0.914841	26.8	0.1
P1Y2	1017.5	0.935407	26.8	0.1
P1Y2	1015.0	0.954233	26.8	0.1
P1Y2	1012.5	0.972871	26.8	0.1
P1Y2	1010.0	0.993061	26.8	0.1
P1Y2	1007.5	1.013850	26.8	0.1
P1Y2	1005.0	1.033760	26.8	0.1
P1Y2	1002.5	1.051890	26.8	0.1
P1Y2	1000.0	1.068030	26.8	0.1
P1Y2	997.5	1.084090	26.8	0.1
P1Y2	995.0	1.101770	26.8	0.1
P1Y2	992.5	1.119800	26.8	0.1
P1Y2	990.0	1.136610	26.8	0.1
P1Y2	987.5	1.152580	26.8	0.1
P1Y2	985.0	1.168540	26.8	0.1
P1Y2	982.5	1.185360	26.8	0.1
P1Y2	980.0	1.203700	26.8	0.1
P1Y2	977.5	1.223410	26.8	0.1
P1Y2	975.0	1.243900	26.8	0.1
P1Y2	972.5	1.263800	26.8	0.1
P1Y2	970.0	1.281660	26.8	0.1
P1Y2	967.5	1.296580	26.8	0.1
P1Y2	965.0	1.308780	26.8	0.1
P1Y2	962.5	1.322330	26.8	0.1
P1Y2	960.0	1.340470	26.8	0.1
P1Y2	957.5	1.359210	26.8	0.1
P1Y2	955.0	1.374270	26.8	0.1
P1Y2	952.5	1.387310	26.8	0.1
P1Y2	950.0	1.401060	26.8	0.1
P1Y2	947.5	1.416570	26.8	0.1
P1Y2	945.0	1.434020	26.8	0.1
P1Y2	942.5	1.451700	26.8	0.1
P1Y2	940.0	1.467910	26.8	0.1
P1Y2	937.5	1.482720	26.8	0.1
P1Y2	935.0	1.496790	26.8	0.1
P1Y2	932.5	1.511400	26.8	0.1
P1Y2	930.0	1.527350	26.8	0.1
P1Y2	927.5	1.543010	26.8	0.1
P1Y2	925.0	1.557040	26.8	0.1
P1Y2	922.5	1.571700	26.8	0.1
P1Y2	920.0	1.588920	26.8	0.1
P1Y2	917.5	1.605650	26.8	0.1
P1Y2	915.0	1.618890	26.8	0.1
P1Y2	912.5	1.630820	26.8	0.1
P1Y2	910.0	1.644140	26.8	0.1
P1Y2	907.5	1.658330	26.8	0.1
P1Y2	905.0	1.672450	26.8	0.1
P1Y2	902.5	1.687010	26.8	0.1
P1Y2	900.0	1.702230	26.8	0.1
P1Y2	897.5	1.715690	26.8	0.1
P1Y2	895.0	1.725550	26.8	0.1
P1Y2	892.5	1.735010	26.8	0.1
P1Y2	890.0	1.747140	26.8	0.1
P1Y2	887.5	1.759600	26.8	0.1
P1Y2	885.0	1.769940	26.8	0.1
P1Y2	882.5	1.780670	26.8	0.1
P1Y2	880.0	1.794280	26.8	0.1
P1Y2	877.5	1.808180	26.8	0.1
P1Y2	875.0	1.819500	26.8	0.1
P1Y2	872.5	1.829250	26.8	0.1
P1Y2	870.0	1.839150	26.8	0.1
P1Y2	867.5	1.849740	26.8	0.1
P1Y2	865.0	1.861020	26.8	0.1
P1Y2	862.5	1.871990	26.8	0.1
P1Y2	860.0	1.881590	26.8	0.1
P1Y2	857.5	1.889550	26.8	0.1
P1Y2	855.0	1.896300	26.8	0.1
P1Y2	852.5	1.904180	26.8	0.1
P1Y2	850.0	1.915130	26.8	0.1
P1Y2	847.5	1.927590	26.8	0.1
P1Y2	845.0	1.939590	26.8	0.1
P1Y2	842.5	1.951010	26.8	0.1
P1Y2	840.0	1.961940	26.8	0.1
P1Y2	837.5	1.971500	26.8	0.1
P1Y2	835.0	1.979240	26.8	0.1
P1Y2	832.5	1.987300	26.8	0.1
P1Y2	830.0	1.997490	26.8	0.1
P1Y2	827.5	2.007790	26.8	0.1
P1Y2	825.0	2.016290	26.8	0.1
P1Y2	822.5	2.025350	26.8	0.1
P1Y2	820.0	2.037290	26.8	0.1
P1Y2	817.5	2.049940	26.8	0.1
P1Y2	815.0	2.060630	26.8	0.1
P1Y2	812.5	2.069250	26.8	0.1
P1Y2	810.0	2.076530	26.8	0.1
P1Y2	807.5	2.083890	26.8	0.1
P1Y2	805.0	2.092520	26.8	0.1
P1Y2	802.5	2.102030	26.8	0.1
P1Y2	800.0	2.111650	26.8	0.1
P1Y2	797.5	2.120760	26.8	0.1
P1Y2	795.0	2.128900	26.8	0.1
P1Y2	792.5	2.135980	26.8	0.1
P1Y2	790.0	2.142190	26.8	0.1
P1Y2	787.5	2.148280	26.8	0.1
P1Y2	785.0	2.155060	26.8	0.1
P1Y2	782.5	2.162910	26.8	0.1
P1Y2	780.0	2.171870	26.8	0.1
P1Y2	777.5	2.181060	26.8	0.1
P1Y2	775.0	2.189750	26.8	0.1
P1Y2	772.5	2.198620	26.8	0.1
P1Y2	770.0	2.208240	26.8	0.1
P1Y2	767.5	2.217350	26.8	0.1
P1Y2	765.0	2.224690	26.8	0.1
P1Y2	762.5	2.230810	26.8	0.1
P1Y2	760.0	2.236450	26.8	0.1
P1Y2	757.5	2.241350	26.8	0.1
P1Y2	755.0	2.245470	26.8	0.1
P1Y2	752.5	2.250710	26.8	0.1
P1Y2	750.0	2.258420	26.8	0.1
P1Y2	747.5	2.265930	26.8	0.1
P1Y2	745.0	2.270460	26.8	0.1
P1Y2	742.5	2.272960	26.8	0.1
P1Y2	740.0	2.275250	26.8	0.1
P1Y2	737.5	2.278810	26.8	0.1
P1Y2	735.0	2.284380	26.8	0.1
P1Y2	732.5	2.289930	26.8	0.1
P1Y2	730.0	2.293600	26.8	0.1
P1Y2	727.5	2.296960	26.8	0.1
P1Y2	725.0	2.301810	26.8	0.1
P1Y2	722.5	2.307490	26.8	0.1
P1Y2	720.0	2.312930	26.8	0.1
P1Y2	717.5	2.318030	26.8	0.1
P1Y2	715.0	2.322880	26.8	0.1
P1Y2	712.5	2.327400	26.8	0.1
P1Y2	710.0	2.331560	26.8	0.1
P1Y2	707.5	2.335590	26.8	0.1
P1Y2	705.0	2.339560	26.8	0.1
P1Y2	702.5	2.342620	26.8	0.1
P1Y2	700.0	2.344090	26.8	0.1
P1Y2	697.5	2.344960	26.8	0.1
P1Y2	695.0	2.346290	26.8	0.1
P1Y2	692.5	2.347880	26.8	0.1
P1Y2	690.0	2.349320	26.8	0.1
