43162	256	33.4342
43435	145	31.0781
43452	37	11.4131
43708	50	15.0555
43725	58	16.3248
43998	46	11.4452
47258	351	17.9685
47514	514	27.0989
47530	268	13.3882
47531	1771	209.005
47547	169	42.958
47548	32	15.6556
47803	192	31.7834
47804	824	213.84
47820	272	92.2997
47821	199	80.9482
48077	89	38.2589
48093	156	78.5896
48094	92	53.9719
48110	55	39.5683
48366	27	12.8985
48367	33	12.4538
48383	28	12.9285
51627	710	28.3067
51899	1136	75.3876
51900	3087	317.994
51916	1306	254.232
51917	60	17.238
52172	541	75.5107
52173	1787	477.511
52189	1412	526.505
52190	660	323.31
52206	33	18.6248
52446	110	44.5756
52462	746	375.955
52463	338	214.259
52479	307	225.436
56268	1007	49.0555
56269	1763	162.774
56285	2366	400.766
56286	72	32.4807
56542	1464	353.129
56558	3041	1048.81
56559	767	361.192
56575	336	175.067
56831	864	473.032
60910	191	16.1615
