33282	4515	842.462
33298	85	7.78457
33554	26	4.47488
37378	2443	1031.31
37634	853	353.339
37650	540	192.375
37651	4489	1169.39
37667	1065	174.936
37668	610	49.5633
37923	71	17.9417
37924	2630	299.062
37941	391	12.7446
41473	31	12.8685
41474	100	54.0909
41729	10	11.2011
41730	437	271.213
41746	201	115.152
41747	781	387.508
41763	23	8.37797
42003	110	70.7832
42019	479	210.244
42020	1280	433.707
42036	1012	219.119
42037	303	39.6476
42292	61	16.4646
42293	1132	177.076
42309	1165	96.7371
42310	472	22.6869
42582	147	4.50868
45842	44	31.9899
45843	16	5.63317
46098	6	6.18246
46115	127	66.756
46116	235	93.4071
46132	69	26.2428
46388	260	123.662
46389	439	139.002
46405	776	183.433
46406	188	24.5471
46661	34	12.0743
46662	355	61.7797
46678	1193	107.348
46679	243	12.5445
46695	130	4.68488
46951	177	6.3749
49921	9	5.5329
49922	10	5.08531
50211	16	10.1289
50468	12	5.60074
50484	35	10.8919
50485	34	9.88682
50501	28	8.72345
50757	68	29.3425
50758	57	12.4401
50774	211	44.498
51047	357	33.2147
54307	14	6.5199
54580	12	7.2859
55143	33	6.53501
55416	36	5.78549
58370	8	6.46835
